kreds,gyldige stemmer i alt,gyldige brevstemmer i alt,ugyldige stemmer i alt (1+2),1. ugyldige stemmer afgivet på afstemningsstedet (1a-1n),1a. blanke,1b. andet mærke end kryds i stedet for kryds,1c. helt eller delvist overstreget,1d. kryds i flere partifelter,1e. kryds rækker ind i flere partifelter,1f. kryds ud for ordene uden for partierne,"1g. overstreget, udvisket eller halvt kryds",1h. kryds uden for partifelterne,1i. andre grunde til tvivl om vælgerens stemmafgivning,1j. stemmeseddel ikke udleveret på afstemningsstedet,1k. andet mærke end kryds foruden kryds,1l. anført mere end tre kryds,"1m. stemmeseddel med tegning, på skrift eller klæbning","1n. afm. m. forskell. farver, iturevet mv., andet særpræg",2. ugyldige brevstemmer (2a-2l),2a. blanke,2b. kun navn på ikke opstillet person eller tillige usikker uofficiel bogstavsbetegnelse,2c. kun anført uofficiel bogstavbetegnelse på ét bogstav,2d. kun anført usikker uofficiel bogstavbetegnelse på flere bogstaver,2e. kun anført kryds,"2f. modstrid vedrørende bogstavbetegnelse, partinavn, personnavn",2g. andre grunde til tvivl om vælgers stemmeafgivning,2h. andet eller mere end én stemmeseddel i konvolutten,2i. stemmeseddel ikke tilvejebragt af ministeren,2j. konvolut med påskrift eller påklæbning,"2k. stemmeseddel med tegning, påskrift eller påklæbning","2l. udfyldt på bagsiden, iturevet mv., andet særpræg",ikke i betragtning tagne brevstemmer (3a-3g),3a. afsenderen var ikke opført på valglisten,3b. afsenderen var død inden valgdagen,3c. yderkuverten indeholdt flere end ét følgebrev og én konvolut,3d. stemmematerialet var ikke det af ministeren tilvejebragte,3e. den foreskrevne fremgangsmåde ved stemmeafgivning har ikke været fulgt,3f. brevstemmen var ikke afgivet indenfor de i loven nævnte frister,3g. vælgeren har afgivet mere end en brevstemme,for sent modtagne brevstemmer,antal vælgere
"TST Aktiv-Center, Tilst",3570,240,25,21,19,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4004
Næshøjhallen,3710,281,32,28,23,0,0,0,0,0,0,0,0,0,2,0,3,0,4,1,0,0,0,1,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4047
Borum Forsamlingshus,3486,189,40,37,31,3,0,1,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,3941
"Sabro-Korsvejskolen, Sabro",4166,572,35,28,20,5,0,0,0,0,0,0,0,0,1,0,2,0,7,4,1,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4701
"Søndervangskolen, Viby J",50054,4149,546,458,360,27,0,14,1,0,11,5,0,0,4,1,33,2,88,40,6,3,0,5,22,2,1,1,0,8,0,66,19,0,0,4,20,0,23,0,60335
Åby Hallen,4618,426,44,39,30,5,0,0,0,0,0,1,0,0,1,0,2,0,5,4,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5318
3. ÅRHUS NORD,7494,738,109,92,77,3,0,1,0,0,3,1,0,0,0,0,7,0,17,8,3,0,0,0,4,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,9404
"Gammelgårdskolen, Åbyhøj",539,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,600
Hasle Skole,4481,298,38,35,34,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,5216
VIA University College,3382,315,21,17,14,1,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3751
Skovvangskolen,5137,508,38,31,20,7,0,2,0,0,0,1,0,0,0,0,1,0,7,0,1,1,0,1,2,1,0,1,0,0,0,..,..,..,..,..,..,..,..,..,5781
Møllevangskolen,3256,292,44,37,20,3,0,3,0,0,3,0,0,0,1,0,7,0,7,2,1,0,0,1,2,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,4618
Lisbjergskolen,3607,258,41,33,27,1,0,1,0,0,2,0,0,0,0,0,2,0,8,4,0,0,0,0,4,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4335
Lystrup Hallen,4810,301,60,52,40,2,0,1,0,0,3,0,0,0,0,0,5,1,8,4,0,0,0,3,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6175
"Bjørnshøjcentret, Trige",2955,185,43,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,9,7,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3389
Spørring Fælleshus,462,29,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,506
Håruphallen,2403,169,25,22,14,2,0,0,1,0,0,0,0,0,2,0,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2848
Center-10,1964,144,26,22,14,0,0,3,0,0,0,0,0,0,0,1,4,0,4,2,0,0,0,0,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2612
Katrinebjergskolen,4946,452,53,40,34,1,0,2,0,0,0,2,0,0,0,0,1,0,13,5,0,1,0,0,3,0,0,0,0,4,0,..,..,..,..,..,..,..,..,..,5782
Vorrevangskolen,54232,4691,579,494,404,27,3,16,3,0,6,2,0,0,4,2,24,3,85,34,5,8,0,4,10,2,0,0,3,19,0,74,22,1,0,6,9,0,36,0,63416
4. ÅRHUS ØST,2950,313,28,25,19,2,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,..,3295
DOKK1,5635,546,72,50,35,7,0,0,0,0,1,0,0,0,1,0,6,0,22,4,1,2,0,2,6,1,0,0,0,6,0,..,..,..,..,..,..,..,..,..,6774
Rådhushallen,5778,491,63,56,46,2,2,3,1,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6552
Samsøgades Skole,9123,902,92,83,71,3,0,2,0,0,1,1,0,0,1,0,4,0,9,5,0,2,0,0,0,0,0,0,1,1,0,..,..,..,..,..,..,..,..,..,10433
Bellevue-Hallen,5302,571,58,45,36,2,1,0,1,0,4,1,0,0,0,0,0,0,13,7,2,0,0,0,0,1,0,0,0,3,0,..,..,..,..,..,..,..,..,..,6271
"Virupskolen, Hjortshøj",997,97,17,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1232
"Sølystskolen, Egå",7389,556,49,40,36,2,0,0,0,0,0,0,0,0,0,0,2,0,9,2,0,3,0,0,1,0,0,0,0,3,0,..,..,..,..,..,..,..,..,..,8363
Skæring Skole,1792,102,21,21,11,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2207
Skødstrup Hallen,648,33,15,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,761
Vejlby-Risskov Hallen,1263,45,12,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1445
"Ellevangskolen, Risskov",6947,523,80,71,55,1,0,7,1,0,0,0,0,0,0,0,7,0,9,3,1,1,0,2,1,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,8582
5. DJURS,4254,352,53,48,46,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,2,0,0,..,..,..,..,..,..,..,..,..,4959
Ebeltoft,2154,160,19,17,14,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2542
Mols,63144,6669,607,515,430,10,5,11,1,0,12,9,0,0,3,2,32,0,92,42,7,3,0,2,15,0,0,5,2,16,0,87,28,0,4,7,15,0,33,0,71780
Tirstrup,8175,954,79,68,61,0,0,0,0,0,1,0,0,0,0,0,6,0,11,4,0,0,0,1,1,0,0,0,0,5,0,..,..,..,..,..,..,..,..,..,9335
Kolind,13651,1614,145,127,116,1,0,2,1,0,1,1,0,0,0,0,5,0,18,10,0,0,0,0,3,0,0,0,0,5,0,..,..,..,..,..,..,..,..,..,15802
Ryomgård,6158,593,60,51,40,1,3,1,0,0,2,2,0,0,0,0,2,0,9,2,2,1,0,0,2,0,0,1,0,1,0,..,..,..,..,..,..,..,..,..,6844
Hornslet,7018,805,34,26,19,3,0,1,0,0,2,0,0,0,0,0,1,0,8,4,1,1,0,0,0,0,0,0,2,0,0,..,..,..,..,..,..,..,..,..,7564
Mørke,2514,186,30,28,22,0,0,2,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2767
Rønde,3442,339,33,28,22,3,0,0,0,0,0,0,0,0,1,0,2,0,5,3,0,0,0,0,1,0,0,1,0,0,0,..,..,..,..,..,..,..,..,..,3843
Kulturhuset Pavillonen,3745,398,25,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,3,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4229
Anholt Skole,5625,425,57,46,37,1,0,2,0,0,3,0,0,0,0,0,3,0,11,3,2,0,0,0,2,0,0,2,0,2,0,..,..,..,..,..,..,..,..,..,6395
Kulturhuset Stationen,7251,758,97,85,71,0,0,1,0,0,2,2,0,0,1,0,8,0,12,7,1,1,0,0,1,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,8688
Grenaa Idrætscenter,5565,597,47,38,25,1,2,1,0,0,0,3,0,0,1,2,3,0,9,4,1,0,0,0,2,0,0,1,0,1,0,..,..,..,..,..,..,..,..,..,6313
Glesborg,50089,3239,524,462,391,12,2,21,1,0,8,5,0,0,6,4,12,0,62,19,15,2,2,4,11,8,0,0,0,1,0,20,0,1,0,2,10,0,7,0,61238
Ørum,5871,533,47,43,37,3,0,1,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7086
Allingåbro,2602,190,24,20,17,0,1,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3018
Auning,1390,79,15,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1705
Vivild,2126,94,25,16,14,0,1,0,0,0,0,0,0,0,0,0,1,0,9,3,6,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2632
6. RANDERS NORD,2893,138,27,23,19,1,0,0,0,0,0,1,0,0,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3578
Havndalhallen,4867,316,44,35,26,0,0,6,0,0,1,0,0,0,0,0,2,0,9,1,2,1,1,0,0,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5683
Råby Forsamlingshus,2257,138,35,33,27,0,0,2,0,0,2,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2705
Øster Tørslev Fritidslokaler,5160,404,59,52,45,2,0,2,0,0,1,1,0,0,0,0,1,0,7,2,1,0,0,0,3,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6033
Korshøjskolen,6089,434,58,54,48,1,0,1,1,0,2,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7721
Hald Forsamlingshus,93,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,114
Gjerlev Aktivitetshus,1610,72,20,19,16,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1959
Rismølleskolen,4072,305,55,50,41,2,0,3,0,0,0,1,0,0,0,3,0,0,5,2,0,0,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5294
Firkløverskolen,2534,156,22,18,15,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3083
Hornbækhallen,1314,61,14,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1668
Blicherskolen,1951,61,19,19,16,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2492
Kultur-Aktivitetshuset Gassum,1512,62,17,16,14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1904
Randers Badmintonhaller,2592,125,26,23,18,1,0,1,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3148
Nørrevangsskolen,1156,59,16,16,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1415
Vestervangsskolen,28568,2169,289,240,203,2,5,5,1,0,7,1,0,0,3,0,13,0,49,17,9,3,0,7,7,5,0,0,0,1,0,24,0,1,0,0,15,0,8,0,35326
Østervangsskolen,902,35,13,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1153
7. RANDERS SYD,698,24,8,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,907
Kulturhuset Langå,918,47,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1120
Stevnstrup Forsamlingshus,1698,89,9,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1998
Jebjerg Forsamlingshus,1030,56,6,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1199
Asferg Træningshus,843,23,11,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1070
Purhushallen,3198,233,23,17,14,0,0,1,0,0,0,0,0,0,1,0,1,0,6,0,2,0,0,2,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3784
Ø. Bjerregrav Forsamlingshus,1909,156,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2137
Psykiatriens Hus,2786,233,21,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3086
Hobrovejens Skole,1678,83,16,16,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1997
Fritidscentret,541,15,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,676
Søndermarkskolen,3273,272,36,29,24,0,1,1,0,0,1,0,0,0,0,0,2,0,7,2,2,0,0,1,2,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4174
Kristrup Skole,2680,177,47,39,29,0,0,1,1,0,3,0,0,0,0,0,5,0,8,3,0,2,0,0,1,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3817
Paderup Gymnasium,4180,520,42,31,27,1,0,0,0,0,0,0,0,0,1,0,2,0,11,5,2,1,0,2,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5200
Romalt Aktivitetshal,2234,206,25,20,15,0,0,0,0,0,3,0,0,0,0,0,2,0,5,1,1,0,0,1,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3008
Assentofthallen,31053,2250,329,301,256,4,3,11,1,0,2,8,0,0,1,1,13,1,28,10,5,1,0,4,5,2,0,0,0,1,0,19,0,0,0,7,5,0,7,0,38059
Uggelhuse Forsamlingshus,2022,90,11,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2403
8. FAVRSKOV,1904,85,13,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2175
Hadsten Nord,566,22,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,648
Hadsten Syd,704,50,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,864
Hadbjerg,837,38,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1000
Hammel Nord,1591,91,16,16,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1835
Hammel Syd,3315,437,59,53,47,0,0,2,0,0,0,1,0,0,0,0,3,0,6,0,0,0,0,3,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4431
Haldum-Hinnerup/Vitten,2319,156,38,37,31,1,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3070
Rønbæk/Grundfør,2984,323,52,46,35,0,2,3,1,0,0,0,0,0,0,1,3,1,6,3,2,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4098
Foldby,5120,358,42,39,33,1,0,3,0,0,0,1,0,0,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6113
Ulstrup,2712,183,24,20,18,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,1,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3317
Thorsø/Haurum/Sall,1359,95,12,12,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1643
Laurbjerg/Houlbjerg,2290,134,14,14,9,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2598
Søften,2688,159,19,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3113
Voldum,642,29,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,751
Lading,29872,2121,302,276,245,4,1,5,3,0,0,2,0,0,2,0,13,1,26,13,0,1,0,5,4,2,0,0,0,1,0,22,0,0,0,9,6,0,7,0,34436
9. SKANDERBORG,3499,273,43,41,36,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4104
Odder,2397,206,16,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2787
Torrild,1370,69,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1554
Saksild - Nølev,4806,371,59,54,47,3,0,1,0,0,0,1,0,0,0,0,2,0,5,1,0,1,0,2,0,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5620
Randlev - Bjerager,1336,103,12,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,2,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,1512
"Hou, Gosmer - Halling",3000,301,20,16,14,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3386
Gylling,2818,252,17,15,13,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3076
Ørting-Falling,1088,63,11,11,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1227
Hundslund,2544,110,29,28,25,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3055
Alrø,2275,105,34,33,30,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2747
Tunø,1254,57,13,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1505
Tranebjerg,1986,129,15,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2125
Ejer Bavnehøj,751,39,15,15,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,894
Galten,748,43,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,844
Gl. Rye,56289,4860,521,449,395,9,3,9,2,0,0,2,1,1,8,1,15,3,72,34,5,5,7,8,6,2,0,0,0,4,1,35,11,2,0,3,9,0,10,0,63901
Hørning,8255,800,78,66,57,0,0,1,0,0,0,1,0,0,2,1,4,0,12,5,2,2,0,1,0,0,0,0,0,2,0,..,..,..,..,..,..,..,..,..,9530
Låsby,309,18,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,339
Morten Børup,1204,90,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1327
Niels Ebbesen,886,60,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,971
Ry,1413,107,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1581
Skovby,698,40,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,825
Stilling,884,51,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1034
Stjær,823,38,10,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,968
Virring,118,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,121
10. HORSENS,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,89
Sønderbro,2156,201,39,38,32,1,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,2576
Midtbyen,285,36,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,338
Endelave,1502,121,8,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1735
Forum,3874,311,40,36,29,0,1,2,1,0,0,0,0,0,0,0,3,0,4,2,0,1,0,0,0,0,0,0,0,1,0,..,..,..,..,..,..,..,..,..,4384
Dagnæs,1303,99,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1414
Torsted,5602,385,47,43,36,0,0,5,0,0,0,0,0,0,2,0,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6284
Hatting,2276,140,23,19,16,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,1,0,2,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,2603
Lund,6216,739,57,43,40,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,0,0,4,0,2,1,0,0,0,0,1,..,..,..,..,..,..,..,..,..,7380
Stensballe,4449,424,33,27,22,1,0,0,0,0,0,0,0,1,1,0,2,0,6,3,0,0,0,0,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4954
Højvangen,4879,512,36,24,23,0,0,0,0,0,0,0,0,0,0,0,1,0,12,8,2,1,1,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5337
Brædstrup,3170,248,38,32,28,1,1,0,0,0,0,1,0,0,1,0,0,0,6,4,0,0,1,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3576
Nim,3054,261,32,29,28,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3373
Sdr.Vissing,1421,93,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1558
Østbirk,1437,70,17,17,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,1604
Gedved,52515,3566,623,551,446,22,0,23,10,3,4,6,0,0,8,2,25,2,72,18,6,3,2,6,15,8,0,2,0,12,0,15,0,1,1,0,13,0,0,0,63450
Hovedgård,3512,294,45,39,36,1,0,0,1,0,0,0,0,0,0,0,0,1,6,1,2,0,0,0,3,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4657
Søvind,3449,229,72,68,51,0,0,5,1,3,3,0,0,0,0,1,4,0,4,0,1,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,..,4673
Tønning-Træden,5485,505,81,70,53,6,0,4,1,0,0,0,0,0,3,0,3,0,11,3,1,0,0,1,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,..,7339
Sundparken,136,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,146
